,accurary_score,epoch,f1_score_weighted,precision_score_weighted,prediction_type,recall_score_weighted
78,0.7658284533241474,27,0.7680303345223042,0.7860567770225054,predictions on style transfer text,0.7680303345223042
79,0.5171891147089218,27,0.5171891147089218,0.5171891147089218,random baseline,0.5171891147089218
80,0.23417154667585258,27,0.2413867716375937,0.2523866248876441,inverted baseline,0.23417154667585258
81,0.7304168101963486,28,0.7319795284328297,0.7354208114097397,predictions on style transfer text,0.7319795284328297
82,0.5169135377196005,28,0.5169135377196005,0.5169135377196005,random baseline,0.5169135377196005
83,0.26958318980365137,28,0.2737175710542862,0.29153932564590096,inverted baseline,0.26958318980365137
84,0.7618325869789873,29,0.7606257188121537,0.7602026521285169,predictions on style transfer text,0.7606257188121537
85,0.5185669996555288,29,0.5185669996555288,0.5185669996555288,random baseline,0.5185669996555288
86,0.23816741302101274,29,0.23448486546993985,0.25387496979539104,inverted baseline,0.23816741302101274
87,0.7543231140199793,30,0.7553902881570744,0.7574090691787465,predictions on style transfer text,0.7553902881570744
88,0.521598346538064,30,0.521598346538064,0.521598346538064,random baseline,0.521598346538064
89,0.24567688598002066,30,0.24886270713263314,0.26638839271866976,inverted baseline,0.24567688598002066
90,0.689286944540131,31,0.6919682209290399,0.7159998181668807,predictions on style transfer text,0.6919682209290399
91,0.5097485359972442,31,0.5097485359972442,0.5097485359972442,random baseline,0.5097485359972442
92,0.3107130554598691,31,0.31672568239270943,0.3255650578144312,inverted baseline,0.3107130554598691
93,0.7649328281088529,32,0.7666568630039061,0.7722217207447721,predictions on style transfer text,0.7666568630039061
94,0.5240785394419566,32,0.5240785394419566,0.5240785394419566,random baseline,0.5240785394419566
95,0.2350671718911471,32,0.24057612331690137,0.25588256720718566,inverted baseline,0.2350671718911471
96,0.7805029280055116,33,0.780598951743239,0.7807026765538403,predictions on style transfer text,0.780598951743239
97,0.5141577678263864,33,0.5141577678263864,0.5141577678263864,random baseline,0.5141577678263864
98,0.21949707199448845,33,0.2198260414173399,0.23681901641987854,inverted baseline,0.21949707199448845
99,0.7585256631071305,34,0.7606155317810753,0.7696627369481795,predictions on style transfer text,0.7606155317810753
100,0.5193937306234929,34,0.5193937306234929,0.5193937306234929,random baseline,0.5193937306234929
101,0.24147433689286946,34,0.24796554282381608,0.2620750968303226,inverted baseline,0.24147433689286946
102,0.8017912504305891,35,0.8035427664332386,0.8134254531827292,predictions on style transfer text,0.8035427664332386
103,0.5224250775060283,35,0.5224250775060283,0.5224250775060283,random baseline,0.5224250775060283
104,0.19820874956941095,35,0.20522403093952324,0.21812740394312344,inverted baseline,0.19820874956941095
105,0.8082673096796418,36,0.8096523889831548,0.8149190016693012,predictions on style transfer text,0.8096523889831548
106,0.5240785394419566,36,0.5240785394419566,0.5240785394419566,random baseline,0.5240785394419566
107,0.19173269032035825,36,0.1974636204954904,0.21134161635457233,inverted baseline,0.19173269032035825
108,0.7561143644505683,37,0.7584152617219616,0.7739468824694532,predictions on style transfer text,0.7584152617219616
109,0.5173269032035825,37,0.5173269032035825,0.5173269032035825,random baseline,0.5173269032035825
110,0.24388563554943163,37,0.25101072534237073,0.26285891023570096,inverted baseline,0.24388563554943163
111,0.8032380296245264,38,0.8020638490535839,0.8020065530672876,predictions on style transfer text,0.8020638490535839
112,0.5155356527729934,38,0.5155356527729934,0.5155356527729934,random baseline,0.5155356527729934
113,0.19676197037547366,38,0.1921960725621451,0.2071869434650774,inverted baseline,0.19676197037547366
114,0.8096451946262487,39,0.811075832974901,0.8169114135485691,predictions on style transfer text,0.811075832974901
115,0.5169135377196005,39,0.5169135377196005,0.5169135377196005,random baseline,0.5169135377196005
116,0.1903548053737513,39,0.19633469630249376,0.21003214855837055,inverted baseline,0.1903548053737513
117,0.7831209094040648,40,0.7814420443778707,0.7814812158543366,predictions on style transfer text,0.7814420443778707
118,0.5196693076128144,40,0.5196693076128144,0.5196693076128144,random baseline,0.5196693076128144
119,0.21687909059593524,40,0.21112021586144636,0.2282700972687281,inverted baseline,0.21687909059593524
120,0.8230106786083362,41,0.8246280362924834,0.8363559887531322,predictions on style transfer text,0.8246280362924834
121,0.5176024801929039,41,0.5176024801929039,0.5176024801929039,random baseline,0.5176024801929039
122,0.1769893213916638,41,0.18445679422034927,0.1965327606555089,inverted baseline,0.1769893213916638
123,0.7160179125043059,42,0.7174822378456759,0.75697664703291,predictions on style transfer text,0.7174822378456759
124,0.527523251808474,42,0.527523251808474,0.527523251808474,random baseline,0.527523251808474
125,0.2839820874956941,42,0.2877691669109959,0.29207248599686464,inverted baseline,0.2839820874956941
126,0.787323458491216,43,0.7882193106398073,0.7900418334486857,predictions on style transfer text,0.7882193106398073
127,0.5195315191181537,43,0.5195315191181537,0.5195315191181537,random baseline,0.5195315191181537
128,0.212676541508784,43,0.21589990011087035,0.23169742155307338,inverted baseline,0.212676541508784
129,0.7592834998277643,44,0.7613787675925742,0.7706232969190673,predictions on style transfer text,0.7613787675925742
130,0.518015845676886,44,0.518015845676886,0.518015845676886,random baseline,0.518015845676886
131,0.24071650017223561,44,0.24725377832582301,0.2612713027154891,inverted baseline,0.24071650017223561
132,0.7683775404753703,45,0.7705422692245852,0.7897546961569956,predictions on style transfer text,0.7705422692245852
133,0.518015845676886,45,0.518015845676886,0.518015845676886,random baseline,0.518015845676886
134,0.2316224595246297,45,0.23882814521996204,0.24946469992033912,inverted baseline,0.23162245952462968
135,0.7199448846021357,46,0.7219581729313634,0.7538533141109037,predictions on style transfer text,0.7219581729313634
136,0.5189803651395108,46,0.518980365139511,0.518980365139511,random baseline,0.518980365139511
137,0.28005511539786426,46,0.28532612323573997,0.2918847741308607,inverted baseline,0.28005511539786426
138,0.7472959007922838,47,0.7495263884744761,0.7592767927421974,predictions on style transfer text,0.7495263884744761
139,0.5181536341715467,47,0.5181536341715467,0.5181536341715467,random baseline,0.5181536341715467
140,0.25270409920771614,47,0.25923446519601756,0.27331076898591067,inverted baseline,0.25270409920771614
141,0.7839476403720289,48,0.7848422554550433,0.7866230132686156,predictions on style transfer text,0.7848422554550433
142,0.5140199793317258,48,0.5140199793317258,0.5140199793317258,random baseline,0.5140199793317258
143,0.21605235962797106,48,0.21920678190351356,0.23520771847765976,inverted baseline,0.21605235962797106
144,0.8283155356527729,49,0.829748274757313,0.8377153395460126,predictions on style transfer text,0.829748274757313
145,0.5169135377196005,49,0.5169135377196005,0.5169135377196005,random baseline,0.5169135377196005
146,0.171684464347227,49,0.17850602401121252,0.19121585511223688,inverted baseline,0.171684464347227
147,0.7818808129521185,50,0.7838983025609915,0.8046667025915779,predictions on style transfer text,0.7838983025609915
148,0.5261453668618671,50,0.5261453668618671,0.5261453668618671,random baseline,0.5261453668618671
149,0.2181191870478815,50,0.22538755621606027,0.23555970760839853,inverted baseline,0.2181191870478815
150,0.7264209438511884,51,0.728160106696293,0.7636861983778696,predictions on style transfer text,0.728160106696293
151,0.5188425766448501,51,0.5188425766448501,0.5188425766448501,random baseline,0.5188425766448501
152,0.27357905614881156,51,0.27829715556375867,0.2838825007837466,inverted baseline,0.27357905614881156
153,0.7955218739235274,52,0.7959520235448254,0.7965828414792943,predictions on style transfer text,0.7959520235448254
154,0.5120909404064761,52,0.5120909404064761,0.5120909404064761,random baseline,0.5120909404064761
155,0.20447812607647262,52,0.2060962539442681,0.2218007136382216,inverted baseline,0.20447812607647262
156,0.8417499138821909,53,0.8426346616324881,0.8455069558975047,predictions on style transfer text,0.8426346616324881
157,0.5188425766448501,53,0.5188425766448501,0.5188425766448501,random baseline,0.5188425766448501
158,0.15825008611780916,53,0.16284235002310063,0.17571239407630973,inverted baseline,0.15825008611780916
159,0.7326903203582501,54,0.7352133161240204,0.7512432639915576,predictions on style transfer text,0.7352133161240204
160,0.5144333448157079,54,0.5144333448157079,0.5144333448157079,random baseline,0.5144333448157079
161,0.2673096796417499,54,0.27422376406804466,0.2860619743885958,inverted baseline,0.2673096796417499
162,0.8263864967275233,55,0.8266353010148488,0.8269772242384963,predictions on style transfer text,0.8266353010148488
163,0.5192559421288322,55,0.5192559421288322,0.5192559421288322,random baseline,0.5192559421288322
164,0.17361350327247674,55,0.17475690755899798,0.1883762213476282,inverted baseline,0.17361350327247674
165,0.7616947984843265,56,0.7636342767287764,0.7710154604605568,predictions on style transfer text,0.7636342767287764
166,0.5177402686875646,56,0.5177402686875646,0.5177402686875646,random baseline,0.5177402686875646
167,0.23830520151567344,56,0.24441574587016393,0.25909167206795686,inverted baseline,0.23830520151567344
168,0.7616947984843265,57,0.76348581478834,0.7694101168527427,predictions on style transfer text,0.76348581478834
169,0.5163623837409577,57,0.5163623837409577,0.5163623837409577,random baseline,0.5163623837409577
170,0.23830520151567344,57,0.2439309396120125,0.25919873210385475,inverted baseline,0.23830520151567344
171,0.7862900447812607,58,0.787235476180762,0.7892197914562501,predictions on style transfer text,0.787235476180762
172,0.516637960730279,58,0.516637960730279,0.516637960730279,random baseline,0.516637960730279
173,0.21370995521873923,58,0.2170927523435071,0.23288719487895085,inverted baseline,0.21370995521873923
174,0.7876679297278677,59,0.7895361838562481,0.7992200579144317,predictions on style transfer text,0.7895361838562481
175,0.5153978642783328,59,0.5153978642783328,0.5153978642783328,random baseline,0.5153978642783328
176,0.21233207027213227,59,0.21919211984654474,0.23244676222197969,inverted baseline,0.21233207027213227
177,0.7893213916637961,60,0.7912744205447312,0.8040167867885669,predictions on style transfer text,0.7912744205447312
178,0.5096107475025835,60,0.5096107475025835,0.5096107475025835,random baseline,0.5096107475025835
179,0.21067860833620392,60,0.21795620180850775,0.23030099533724974,inverted baseline,0.21067860833620392
180,0.7816052359627971,61,0.7832425978777775,0.7890926046165222,predictions on style transfer text,0.7832425978777775
181,0.5163623837409577,61,0.5163623837409577,0.5163623837409577,random baseline,0.5163623837409577
182,0.2183947640372029,61,0.22415296960795283,0.23878145879330065,inverted baseline,0.2183947640372029
183,0.7567344126765415,62,0.7585681653974786,0.7900929699705528,predictions on style transfer text,0.7585681653974786
184,0.5142955563210472,62,0.5142955563210472,0.5142955563210472,random baseline,0.5142955563210472
185,0.2432655873234585,62,0.24906624612955505,0.2561477561155162,inverted baseline,0.2432655873234585
186,0.7489493627282122,63,0.7512943170649927,0.770340235638068,predictions on style transfer text,0.7512943170649927
187,0.5204960385807785,63,0.5204960385807785,0.5204960385807785,random baseline,0.5204960385807785
188,0.2510506372717878,63,0.2580708470813833,0.2688019939955469,inverted baseline,0.2510506372717878
189,0.8166035136066139,64,0.8169937623117484,0.8175955645410389,predictions on style transfer text,0.8169937623117484
190,0.5193937306234929,64,0.5193937306234929,0.5193937306234929,random baseline,0.5193937306234929
191,0.18339648639338615,64,0.18507673529624258,0.19938423407439482,inverted baseline,0.18339648639338615
192,0.7709955218739235,65,0.7729693730692281,0.7818900470313783,predictions on style transfer text,0.7729693730692281
193,0.511677574922494,65,0.511677574922494,0.511677574922494,random baseline,0.511677574922494
194,0.22900447812607647,65,0.2355738519451137,0.24944287521962127,inverted baseline,0.22900447812607647
195,0.7458491215983465,66,0.7481691371731505,0.7595672799118093,predictions on style transfer text,0.7481691371731505
196,0.5200826730967965,66,0.5200826730967965,0.5200826730967965,random baseline,0.5200826730967965
197,0.25415087840165346,66,0.2609103486664596,0.274359478137433,inverted baseline,0.25415087840165346
198,0.7797450912848777,67,0.7801189715726495,0.780617478654446,predictions on style transfer text,0.7801189715726495
199,0.5167757492249397,67,0.5167757492249397,0.5167757492249397,random baseline,0.5167757492249397
200,0.2202549087151223,67,0.22153356305271188,0.23836539999964826,inverted baseline,0.2202549087151223
201,0.7700310024112986,68,0.771835818011085,0.7784716995159187,predictions on style transfer text,0.771835818011085
202,0.5177402686875646,68,0.5177402686875646,0.5177402686875646,random baseline,0.5177402686875646
203,0.22996899758870135,68,0.2359170368129597,0.2506352252662294,inverted baseline,0.22996899758870135
204,0.8109541853255253,69,0.8127171562670545,0.8262075398393911,predictions on style transfer text,0.8127171562670545
205,0.5133310368584223,69,0.5133310368584223,0.5133310368584223,random baseline,0.5133310368584223
206,0.18904581467447468,69,0.19657447100642506,0.20843337126127315,inverted baseline,0.18904581467447468
207,0.7568033069238719,70,0.7563140415823079,0.7559640101264352,predictions on style transfer text,0.7563140415823079
208,0.5228384429900104,70,0.5228384429900104,0.5228384429900104,random baseline,0.5228384429900104
209,0.24319669307612815,70,0.24173669398891384,0.26110777328229356,inverted baseline,0.24319669307612815
210,0.7869789872545643,71,0.788989552990642,0.8055629288808692,predictions on style transfer text,0.788989552990642
211,0.5191181536341716,71,0.5191181536341716,0.5191181536341716,random baseline,0.5191181536341716
212,0.21302101274543575,71,0.22044769288804997,0.23175117994963013,inverted baseline,0.21302101274543575
213,0.7572855666551843,72,0.7594083237697223,0.7841774024731695,predictions on style transfer text,0.7594083237697223
214,0.5169135377196005,72,0.5169135377196005,0.5169135377196005,random baseline,0.5169135377196005
215,0.2427144333448157,72,0.24940377830520744,0.25839754571695145,inverted baseline,0.2427144333448157
216,0.7623148467102997,73,0.7642715008262906,0.7719145084429963,predictions on style transfer text,0.7642715008262906
217,0.5176024801929039,73,0.5176024801929039,0.5176024801929039,random baseline,0.5176024801929039
218,0.2376851532897003,73,0.24387410005757854,0.2584303682278138,inverted baseline,0.2376851532897003
219,0.7468825353083017,74,0.7487895057998809,0.754777897416242,predictions on style transfer text,0.7487895057998809
220,0.5189803651395108,74,0.518980365139511,0.518980365139511,random baseline,0.518980365139511
221,0.25311746469169827,74,0.25864767854200393,0.274382999211374,inverted baseline,0.25311746469169827
222,0.7521873923527386,75,0.7543983421638446,0.7646110659651079,predictions on style transfer text,0.7543983421638446
223,0.5202204615914571,75,0.5202204615914571,0.5202204615914571,random baseline,0.5202204615914571
224,0.24781260764726146,75,0.2544619441405269,0.2682572203967401,inverted baseline,0.24781260764726146
225,0.7776782638649673,76,0.7781594110868715,0.7788485837657225,predictions on style transfer text,0.7781594110868715
226,0.5177402686875646,76,0.5177402686875646,0.5177402686875646,random baseline,0.5177402686875646
227,0.22232173613503273,76,0.22394932148042407,0.24082260163200309,inverted baseline,0.22232173613503273
228,0.8028246641405443,77,0.8029055942991816,0.8029935061767188,predictions on style transfer text,0.8029055942991816
229,0.5137444023424044,77,0.5137444023424044,0.5137444023424044,random baseline,0.5137444023424044
230,0.19717533585945574,77,0.19749279337685552,0.21280448034135285,inverted baseline,0.19717533585945574
231,0.8186014467791939,78,0.8192747296517577,0.8206689107079103,predictions on style transfer text,0.8192747296517577
232,0.5141577678263864,78,0.5141577678263864,0.5141577678263864,random baseline,0.5141577678263864
233,0.18139855322080606,78,0.18434775625234212,0.19848412971422355,inverted baseline,0.18139855322080606
234,0.7782294178436101,79,0.7780442060108183,0.7778851727828605,predictions on style transfer text,0.7780442060108183
235,0.5271098863244918,79,0.5271098863244918,0.5271098863244918,random baseline,0.5271098863244918
236,0.22177058215638995,79,0.22114597215135387,0.2384927235819518,inverted baseline,0.22177058215638995
237,0.7986910093007233,80,0.7983594055582384,0.7981286052417178,predictions on style transfer text,0.7983594055582384
238,0.5138821908370651,80,0.5138821908370651,0.5138821908370651,random baseline,0.5138821908370651
239,0.2013089906992766,80,0.20004655893400067,0.21571936136905934,inverted baseline,0.2013089906992766
240,0.7783672063382707,81,0.7804046648656711,0.7923992703888766,predictions on style transfer text,0.7804046648656711
241,0.5176024801929039,81,0.5176024801929039,0.5176024801929039,random baseline,0.5176024801929039
242,0.22163279366172925,81,0.22874213022045994,0.2414683167048901,inverted baseline,0.22163279366172925
243,0.7935239407509473,82,0.7947382071715343,0.7980826021673769,predictions on style transfer text,0.7947382071715343
244,0.5199448846021357,82,0.5199448846021357,0.5199448846021357,random baseline,0.5199448846021357
245,0.2064760592490527,82,0.211034059450695,0.22601563247653683,inverted baseline,0.2064760592490527
246,0.7813985532208061,83,0.7824194153899473,0.7846149480923943,predictions on style transfer text,0.7824194153899473
247,0.5163623837409577,83,0.5163623837409577,0.5163623837409577,random baseline,0.5163623837409577
248,0.21860144677919394,83,0.22215261364257147,0.23812666501729915,inverted baseline,0.21860144677919394
249,0.7898036513951086,84,0.7912534568912519,0.7960001658575068,predictions on style transfer text,0.7912534568912519
250,0.5188425766448501,84,0.5188425766448501,0.5188425766448501,random baseline,0.5188425766448501
251,0.2101963486048915,84,0.2155362152985268,0.2302345492193439,inverted baseline,0.2101963486048915
252,0.7761625904236996,85,0.7767059574011453,0.7775150369153921,predictions on style transfer text,0.7767059574011453
253,0.5250430589045815,85,0.5250430589045815,0.5250430589045815,random baseline,0.5250430589045815
254,0.22383740957630038,85,0.22566056507761514,0.24257129801678112,inverted baseline,0.22383740957630038
255,0.7647261453668619,86,0.7661903064007033,0.770038138956366,predictions on style transfer text,0.7661903064007033
256,0.5091973820186014,86,0.5091973820186014,0.5091973820186014,random baseline,0.5091973820186014
257,0.23527385463313813,86,0.23992743239658593,0.2559841402857602,inverted baseline,0.23527385463313813
258,0.7066482948673786,87,0.7082129511421382,0.7466478755945091,predictions on style transfer text,0.7082129511421382
259,0.5218739235273855,87,0.5218739235273855,0.5218739235273855,random baseline,0.5218739235273855
260,0.29335170513262143,87,0.2972156501827956,0.30166487100663353,inverted baseline,0.29335170513262143
261,0.7282810885291078,88,0.7281205830521595,0.7279723941821034,predictions on style transfer text,0.7281205830521595
262,0.5232518084739924,88,0.5232518084739924,0.5232518084739924,random baseline,0.5232518084739924
263,0.27171891147089217,88,0.2713052830917229,0.2926586780093649,inverted baseline,0.27171891147089217
264,0.737237340682053,89,0.7395306616244544,0.7639963419270288,predictions on style transfer text,0.7395306616244544
265,0.5112642094385119,89,0.5112642094385119,0.5112642094385119,random baseline,0.5112642094385119
266,0.26276265931794696,89,0.26926225361532463,0.2782491679124801,inverted baseline,0.26276265931794696
267,0.6961074750258354,90,0.6970827298692489,0.7418469119080294,predictions on style transfer text,0.6970827298692489
268,0.5225628660006889,90,0.5225628660006889,0.5225628660006889,random baseline,0.5225628660006889
269,0.30389252497416464,90,0.3061963323156831,0.3086806753915844,inverted baseline,0.30389252497416464
270,0.7705821563899414,91,0.7703938764219813,0.7702306188723568,predictions on style transfer text,0.7703938764219813
271,0.5254564243885635,91,0.5254564243885635,0.5254564243885635,random baseline,0.5254564243885635
272,0.22941784361005857,91,0.22881006638462711,0.2467825847804017,inverted baseline,0.22941784361005857
273,0.7779538408542886,92,0.7790503093324395,0.7814858384148979,predictions on style transfer text,0.7790503093324395
274,0.5159490182569756,92,0.5159490182569756,0.5159490182569756,random baseline,0.5159490182569756
275,0.22204615914571132,92,0.22578746252240162,0.24184196665011487,inverted baseline,0.22204615914571132
276,0.7178091629348949,93,0.7196160853076048,0.7238342014380322,predictions on style transfer text,0.7196160853076048
277,0.5235273854633138,93,0.5235273854633138,0.5235273854633138,random baseline,0.5235273854633138
278,0.28219083706510506,93,0.28668804284096955,0.3045421124517435,inverted baseline,0.28219083706510506
279,0.721391663796073,94,0.7232180517318768,0.727633233941834,predictions on style transfer text,0.7232180517318768
280,0.5213227695487427,94,0.5213227695487427,0.5213227695487427,random baseline,0.5213227695487427
281,0.278608336203927,94,0.28323793144528414,0.3008084663814631,inverted baseline,0.278608336203927
282,0.7844299001033413,95,0.7864018663486604,0.7980679956113692,predictions on style transfer text,0.7864018663486604
283,0.5195315191181537,95,0.5195315191181537,0.5195315191181537,random baseline,0.5195315191181537
284,0.21557009989665862,95,0.22269569326320568,0.23542468513319245,inverted baseline,0.21557009989665862
285,0.7520496038580778,96,0.7540212567966205,0.7609285736949937,predictions on style transfer text,0.7540212567966205
286,0.5192559421288322,96,0.5192559421288322,0.5192559421288322,random baseline,0.5192559421288322
287,0.24795039614192216,96,0.2538393379109635,0.26899131625965533,inverted baseline,0.24795039614192216
288,0.7960730279021702,97,0.794907071812207,0.7947651706599389,predictions on style transfer text,0.794907071812207
289,0.5181536341715467,97,0.5181536341715467,0.5181536341715467,random baseline,0.5181536341715467
290,0.20392697209782984,97,0.1995896682282726,0.21537614226531834,inverted baseline,0.20392697209782984
291,0.7844299001033413,98,0.7856976477276381,0.7890697258857645,predictions on style transfer text,0.7856976477276381
292,0.5283499827764382,98,0.5283499827764382,0.5283499827764382,random baseline,0.5283499827764382
293,0.21557009989665862,98,0.22007586394388032,0.23545756407894672,inverted baseline,0.21557009989665862
294,0.7717533585945574,99,0.7737477157180414,0.7831437825038127,predictions on style transfer text,0.7737477157180414
295,0.522976231484671,99,0.522976231484671,0.522976231484671,random baseline,0.522976231484671
